Canal,Nome vídeo,Data
Full, ISSO É A COISA MAIS INACREDITÁVEL QUE EU JÁ VI!!! JOGO DO PSG CANCELADO POR RACISMO DO ÁRBITRO!!,2020-12-10T03:49:29.331Z
Aluminio Fortaleza, Sua panela não pega pressão? Dicas aqui!,2020-12-08T20:51:46.829Z
Flow Podcast, FROID - Flow Podcast #157,2020-12-08T12:07:15.374Z
Talk Flow, PROJOTA SOBRE FROID,2020-12-08T12:03:28.448Z
Mateus Freitas Contábil, Abono Salarial do PIS - Valor Pago Sendo Para quem Não Conseguiu Movimentar o Saldo,2020-12-08T12:02:15.527Z
Hot e Oreia, Hot e Oreia - Domingo l Presença,2020-12-08T11:50:40.455Z
Guilherme Boulos, #BoulosNoFlow | Na íntegra,2020-12-07T23:00:18.029Z
Guilherme Boulos, Guilherme Boulos no PodPah,2020-12-07T22:59:48.228Z
Flow Compilações, BOULOS NO FLOW | MELHORES MOMENTOS,2020-12-07T22:57:19.593Z
Flow Compilações, DISCUSSÕES F0D4S DO FLOW #03,2020-12-07T22:46:44.999Z
Flow Compilações, DISCUSSÕES F0D4S DO FLOW #02,2020-12-07T22:38:25.575Z
Flow Compilações, MARCELO D2 NO FLOW | MELHORES MOMENTOS,2020-12-07T22:30:50.046Z
Flow Compilações, DISCUSSÕES F0D4S DO FLOW #05,2020-12-07T22:20:39.764Z
Flow Compilações, O CLIMA ESQUENTOU - AS MAIORES TRETAS DO FLOW PODCAST,2020-12-07T22:13:45.928Z
Talk Flow, CRISTÃO É PRECONCEITUOSO?,2020-12-07T22:02:46.261Z
Cortes do Flow [OFICIAL], UMBANDA E CANDOMBLÉ | Cortes do Flow,2020-12-07T21:46:07.263Z
adsense, https://www.youtube.com/watch?v=tuH4cQWq2Pw,2020-12-07T21:41:23.164Z
Quadro Móvel, MELHOR APLICATIVO PARA GRAVAR ÁUDIO COM CELULAR.,2020-12-07T21:34:32.090Z
Higor, COMO BAIXAR VÍDEOS DO YOUTUBE (PELO CELULAR/ANDROID),2020-12-07T21:28:16.690Z
adsense, Natal 2020 - O Boticário,2020-12-07T21:26:30.838Z
Grande Virada, Ganhe DINHEIRO NO YOUTUBE Com Músicas Grátis,2020-12-07T21:14:32.188Z
Imperio Milionario, Como Ganhar Dinheiro no Youtube Copiando e Colando,2020-12-07T21:07:55.060Z
TheChacal547, Gatinho Fofo Aventuras - Desenhos Animados Divertidos,2020-12-07T20:58:39.124Z
Tempojunto, TOP 10 BRINCADEIRAS PARA CRIANÇAS DE 5 A 6 ANOS,2020-12-07T20:56:43.344Z
R.i.R, MINIONS para Crianças Rir até não Aguentar,2020-12-07T20:56:27.407Z
adsense, Comprovado! Creative Commons Monetiza sim! Postei um vídeo creative Commons em um canal Monetizado!,2020-12-07T20:53:31.799Z
Nerds de Negócios, 9 ERROS QUE YOUTUBERS INICIANTES COMETEM,2020-12-07T18:28:13.115Z
Megapixelers, Direitos Autorais do YouTube - TUDO sobre musica para videos,2020-12-07T18:18:52.762Z
Erivelton, COMO criar CANAL de MÚSICA 2021 Atualizado sem PROBLEMAS COM direitos Autorais,2020-12-07T18:18:10.278Z
Nerds de Negócios, O SEGREDO PARA MONETIZAR O CANAL MAIS RÁPIDO,2020-12-07T17:50:07.869Z
andrew nunes, Moriá - Leonardo Gonçalves LETRA,2020-12-07T12:19:36.219Z
MyNews, CPI DO JESUS GAY,2020-12-06T17:03:47.027Z
Netflix Brasil, Especial de Natal Porta dos Fundos: Reagindo a Lucifer | Netflix,2020-12-06T17:00:50.892Z
Porta dos Fundos, ESPECIAL DE NATAL - O VELHO TESTAMENTO,2020-12-06T17:00:15.123Z
Porta dos Fundos, (TRAILER OFICIAL) TEOCRACIA EM VERTIGEM - ESPECIAL DE NATAL,2020-12-06T16:57:38.757Z
Dionathan Machado - EMPREENDEDOR DIGITAL, 🔜 O Melhor SITE (APLICATIVO) Para GANHAR DINHEIRO No MUNDO│Como Ganhar Dinheiro Online no YOUTUBE $,2020-12-06T13:48:38.378Z
Seu Crédito Digital, A VERDADE SOBRE COMO TER UM SCORE DE CRÉDITO COM 1000 PONTOS ✅✅,2020-12-06T13:45:10.731Z
Seu Crédito Digital, Esse é o MELHOR EMPRÉSTIMO online | BOM PRA CRÉDITO,2020-12-06T13:40:10.612Z
Seu Crédito Digital," EMPRÉSTIMO RÁPIDO, FÁCIL E S/ BUROCRACIA",2020-12-06T13:28:01.328Z
Grupo Teixeira, Prazo Para Saque do Abono do PIS,2020-12-05T21:37:32.255Z
SemstressTv, Matuê fala sobre Djonga e feat com Raffa Moreira.,2020-12-03T18:22:08.168Z
Mateus Freitas Contábil, Consulta dos Pagamentos do Abono Salarial do PIS - Devido aos Ajustes no Sistema da Caixa Econômica,2020-12-03T18:17:26.843Z
Mateus Freitas Contábil, Pagamento do Abono Salarial do PIS - Quem Vai Receber no dia 08/12 Previsto Pelo Governo Federal?,2020-12-03T18:13:06.252Z
NandãoXJ6, IFOOD ENTREGADOR DUAS ENTREGAS  EM UMA SÓ,2020-12-02T21:10:56.427Z
Entregador de Lanches, IFOOD ENTREGADOR: MOTOCA COMEU O PEDIDO DO CLIENTE!! E AGORA?,2020-12-02T21:02:02.142Z
Mega Curioso, 4 sintomas que você pode sentir antes de ter um ATAQUE CARDÍACO!,2020-12-02T16:03:50.783Z
Mulheres, Conheça os SINAIS antes de um infarto - Mulheres (21/02/19),2020-12-02T16:03:37.308Z
INCRÍVEL, 10 Sinais Alarmantes De Que O Seu Coração Não Está Funcionando Direito,2020-12-02T03:21:01.510Z
Saúde da Mente, Sintomas da Crise de Ansiedade,2020-12-02T03:20:46.682Z
MyNews, SAIBA QUAIS OS SINAIS E COMO EVITAR O ATAQUE CARDÍACO,2020-12-02T03:17:30.274Z
Secretaria de Estado da Saúde de SC, Dica de Saúde: sinais do ataque cardíaco,2020-12-02T03:14:26.970Z
TV Aparecida, Primeiros socorros: o que fazer em casos de ataque cardíaco,2020-12-02T03:12:20.408Z
Ministério da Saúde, Entenda os sintomas do infarto feminino,2020-12-02T03:09:01.282Z
Tua Saúde, Ansiedade ou infarto: como diferenciar os sintomas,2020-12-02T03:08:07.086Z
Saúde da Mente, Sintomas da Crise de Ansiedade,2020-12-02T02:38:32.197Z
Clínica IMEB, Sintomas de Infarto | IMEB,2020-12-02T02:35:51.500Z
Clínica IMEB, Sintomas de AVC | IMEB,2020-12-02T02:33:53.217Z
Julio Pereira - Neurocirurgião, Formigamento no rosto: Causas e sinais de gravidade,2020-12-02T02:33:05.848Z
Mateus Freitas Contábil, Não Recebeu o Abono do PIS? Entenda o Motivo e Como Resolver | Comunicado do Ministério da Economia,2020-12-01T16:45:13.178Z
Guilherme Boulos, Live da Virada com Emicida,2020-11-28T21:16:14.686Z
Guilherme Boulos, #BoulosNoFlow | Na íntegra,2020-11-28T21:04:08.274Z
TV Fepesp, O que é a 'elite do atraso'?,2020-11-27T11:20:38.500Z
Programa Voz Ativa, Jessé Souza no Voz Ativa,2020-11-26T15:07:55.876Z
TV Fepesp, A Elite do Atraso - Sala de Professores,2020-11-26T14:36:08.817Z
Guilherme Boulos," #CaféComBoulos | Cidadão Não, Elite do Atraso!",2020-11-26T14:14:50.511Z
Meteoro Brasil, VOCÊ SABE COM QUEM ESTÁ FALANDO?,2020-11-26T14:11:58.617Z
Positivamente Podcast, YUDI CONTA COMO FOI SUA SAÍDA DO BOM DIA & CIA DO SBT,2020-11-26T14:09:17.031Z
Ferretto Matemática, Matemática Básica - Aula 1 - Adição,2020-11-26T14:08:56.573Z
Ferretto Matemática, MULTIPLICAÇÃO E DIVISÃO: Operações com Números Inteiros e Decimais  | Matemática Básica - Aula 2,2020-11-26T00:15:42.101Z
Ferretto Matemática, ADIÇÃO E SUBTRAÇÃO: Aprenda Matemática do Zero | Matemática Básica - Aula 1,2020-11-25T23:58:06.664Z
Royal Colors, 16 CREATED A NEW 3D& TEXTURE DESIGN / ROYAL PLAY/BLACK AND WHITE COMBINATION DESIGN,2020-11-25T18:50:59.787Z
Kotresh Koti, 11 CREATIVE WALL PAINTING TIPS AND IDEAS,2020-11-25T18:50:50.897Z
adsense, Vem aí o show da #BlackDasBlacksMagalu!,2020-11-25T18:50:16.711Z
IDEIAS INCRÍVEIS Brincadeiras, 16 IDEIAS MÁGICAS DE DECORAÇÃO DE QUARTO,2020-11-25T03:34:33.714Z
IDEIAS INCRÍVEIS," HALLOWEEN BRINCADEIRAS E DIYS || FANTASIAS E MAQUIAGENS ASSUSTADORAS, DECORAÇÃO MALUCA DE HALLOWEEN",2020-11-25T03:32:01.694Z
IDEIAS INCRÍVEIS, 32 IDEIAS DE DECORAÇÃO DE PAREDE SURPREENDENTES PARA TRANSFORMAR SUA CASA,2020-11-25T03:16:27.319Z
Troom Troom PT, 15 Ideias De Decoração De Parede Fáceis e Legais,2020-11-25T03:15:05.717Z
3D Royale play, 3D Wall painting Design ideas | your Wall Interior Masking Tape Painting Idea,2020-11-25T02:55:51.570Z
Fariz 3D Paint, 3D WALL PAINTING DESIGNS IDEAS || HOW TO MAKE 3D WALL DECORATION || CAT DINDING KAMAR KREATIF  3D,2020-11-25T02:47:59.092Z
Kotresh Koti, 💡16 wall painting ideas for easy way,2020-11-25T02:37:22.441Z
Nathaly Melo, Cama com pallets - DIY,2020-11-25T02:33:24.822Z
Casa de Verdade, Como fazer uma cama de pallet - com Paloma Cipriano,2020-11-25T02:33:12.564Z
IDEIAS INCRÍVEIS, 21 MÓVEIS CASEIROS E IDEIAS DE DECORAÇÕES PARA SUA CASA,2020-11-25T02:18:37.568Z
Paloma Cipriano, Como fazer uma Cama de Palete com Gavetas,2020-11-25T02:11:17.644Z
Ferretto Matemática, ADIÇÃO E SUBTRAÇÃO: Aprenda Matemática do Zero | Matemática Básica - Aula 1,2020-11-24T15:16:01.414Z
BudPlay, DE SABOTAGE A BK: 10 RAPS NACIONAIS QUE VOCÊ PRECISA TER DECORADO! | Yuri Marçal,2020-11-24T15:15:08.454Z
adsense, O Hit da Black Tá de Cara Nova,2020-11-24T13:24:39.730Z
Bôco: O 7o filho, PONTO NEMO - Onde fica o lugar mais inacessível da Terra,2020-11-23T18:57:25.451Z
DJ VT AMERICANO, AI CALICA - MC TH [VERSÃO LIGHT] DJ VT..😜,2020-11-22T20:49:40.343Z
adsense, Show da Black Friday - Americanas,2020-11-22T20:49:07.278Z
Dominando Meu Smartphone, Ifood aceita paypal como forma de pagamento ?,2020-11-22T00:34:16.720Z
adsense, Casas Bahia - Ela Tá Podendo,2020-11-21T12:26:35.240Z
Cortes do Flow [OFICIAL], IGOR FALA DA SUAS EXPERIÊNCIAS NO BAILE FUNK | Cortes do Flow,2020-11-21T12:11:34.370Z
Cortes Podpah [OFICIAL], TATTOO NA CARA,2020-11-21T11:50:32.078Z
Cortes do Flow [OFICIAL], WANDERLEI SILVA CHAPANDO NO FLOW PODCAST | Cortes do Flow,2020-11-21T11:43:04.049Z
Dj Felipe Mendonça, MC TH - AI CALICA (LIGHT - SEM VINHETA),2020-11-13T21:49:10.218Z
Canal KondZilla, MC Niack - Oh Juliana (kondzilla.com),2020-11-13T21:46:21.772Z
AP6 Produções, 10 MINUTINHOS MACETANDO SUA MENTE NO TAMBOR XRC VS RITMO DE 2020 ( DEIXA O LIKE ),2020-11-13T21:44:57.613Z
Alaska, Froid - Kyoto,2020-11-13T21:41:18.998Z
Alaska," Froid, Yung Buda, Chris - DIOR",2020-11-13T21:38:05.692Z
Hot e Oreia, Hot e Oreia Part niLL e ManoWill - FODA,2020-11-13T21:37:36.506Z
Além da Loucura ADL, Favela Vive 4 - ADL | Mc Cabelinho | Kmila CDD | Orochi | Cesar MC | Edi Rock (prod. Índio & Tibery),2020-11-13T21:33:56.246Z
Djonga, Djonga - Procuro Alguém,2020-11-13T21:32:39.185Z
Tiee, Tiee – Porradão / Questão Familiar / Tempo (Na Moral)  (DVD Ladrão de Coração) [Vídeo Oficial],2020-11-13T20:09:32.744Z
Pedro Alves, APP EXCELENTE PARA VOCÊ INICIANTE NA SERIGRAFIA. CRIE SEUS PRÓPRIOS VECTOR PELO CELULAR,2020-11-13T12:48:40.967Z
Pedro Alves, APP EXCELENTE PARA VOCÊ INICIANTE NA SERIGRAFIA. CRIE SEUS PRÓPRIOS VECTOR PELO CELULAR,2020-11-12T19:02:01.855Z
Fabio Nascimento, COMO CRIAR ARTE PELO CELULAR | APLICATIVOS PARA CRIAR ARTE NO CELULAR,2020-11-12T18:45:20.474Z
Tecnollar Tecnologia, FÁCIL! Transforme seu TVBOX em um VIDEO GAME!,2020-11-11T22:56:41.063Z
Química com Prof. Paulo Valim, 2. Conceitos Gerais da Química [Química Geral],2020-11-11T12:39:25.513Z
Quadro em Branco, Sant se comunica em paradoxos,2020-11-11T12:31:33.515Z
O MUNDO AO NORTE, AGORAFOBIA [Curta-metragem Oficial],2020-11-11T12:27:06.442Z
Química com Prof. Paulo Valim, 2. Conceitos Gerais da Química [Química Geral],2020-11-11T01:28:44.333Z
Química com Prof. Paulo Valim, 1. Introdução ao Estudo da Química [Química Geral],2020-11-11T01:05:48.764Z
Aula De, Química - Aula 1: Introdução à Química/Mudanças de Estado Físico,2020-11-11T01:05:29.689Z
Mecânica Clássica UFF, Aula 29.2 - Massa inercial e massa gravitacional,2020-11-11T00:58:09.784Z
Umberto Mannarino, O QUE MAIS CAI EM QUÍMICA NO ENEM: Aula de Revisão,2020-11-11T00:38:24.062Z
Granuhha, Jorge Ben - Brother,2020-11-10T20:03:52.987Z
UOL, Caso Mariana Ferrer: qual a implicação para a sociedade?,2020-11-09T21:13:58.281Z
Gabriel Vidal, ALTERNATIVA AO SPOTIFY PREMIUM PARA OUVIR MÚSICA,2020-11-09T13:53:10.705Z
GB ϟ LAB," Baco Exu do Blues ""Disgraça do ano"" part. Bril e Bk (Nectar gang)",2020-11-09T02:33:22.947Z
Sain Ktt," Sain - ""Notas"" part. Bril [Videoclipe Oficial]",2020-11-09T02:29:46.755Z
Akira Presidente, Akira Presidente - Melhoria Gang (Prod. El Lif Beatz),2020-11-09T02:22:40.867Z
TvCostaGold," SessãoDeRimaFernalBeat's: Predella (CostaGold), Maori & Bigu (Zarastruta) - ""Babylon Dreams""",2020-11-09T02:22:04.085Z
MOB79 - Topic, Atleta do Ano (Remix),2020-11-09T02:14:42.415Z
Lucas Fleezus, Fleezus ft. Febem - UEFA (Prod. Li-O),2020-11-09T02:11:31.864Z
Ceia Ent., Febem | BOLT Prod. CESRV,2020-11-09T02:07:59.126Z
Ceia Ent., 3. FEBEM - RUA,2020-11-09T02:04:53.336Z
Ceia Ent., 6. FEBEM - ESSE É MEU ESTILO ft AKIRA e BK,2020-11-09T02:00:38.770Z
Froid," Froid part. Santzu - "" Autoestima em Dó "" (prod. Santzu)",2020-11-09T01:57:20.411Z
Bagua Records, Xamã - Catuaba Hit [ Video Oficial ],2020-11-09T01:53:34.310Z
Black Alien, 02.Black Alien - Carta pra Amy,2020-11-09T01:53:06.749Z
Hot e Oreia, 4. Hot e Oreia - Presença,2020-11-09T01:51:59.128Z
Hot e Oreia, 2. Hot e Oreia - Domingo,2020-11-09T01:51:52.589Z
Hot e Oreia, 6. Hot e Oreia part. Black Alien - Papaia,2020-11-09T01:49:41.125Z
Hot e Oreia, 3. Hot e Oreia - Saiu o Sol,2020-11-09T01:46:52.159Z
DV TRIBO, DVERSOS II: DV x SOMBRA x MATÉRIA PRIMA x FROID x VINIÇÃO x CACHORRO MAGRO,2020-11-09T01:45:27.052Z
DV TRIBO," DV - GERAÇÃO ELEVADA part. SÍNTESE, VINIÇÃO E SANT",2020-11-09T01:40:15.315Z
Rap Box, Djonga | Clara Lima | FBC | Hot & Oreia - Diáspora - DV Tribo [Ep.109],2020-11-09T01:33:24.813Z
Hot e Oreia, 2. Hot e Oreia part. Djonga - Eu Vou,2020-11-09T01:28:49.241Z
DV TRIBO, DV - KICHUTE,2020-11-09T01:25:11.746Z
DV TRIBO, DV - HINO,2020-11-09T01:20:15.032Z
Além da Loucura ADL, ADL - Primeiro de Abril (Prod. Dj Caique),2020-11-09T01:15:22.722Z
BK', BK' - Universo | O Líder em Movimento,2020-11-09T01:11:01.076Z
Pirâmide Perdida Records," Luccas Carlos (Prod. JXNVS) – Akira, Nectar Gang e Luccas Carlos",2020-11-09T01:10:38.592Z
Pirâmide Perdida - Topic, Dispiei,2020-11-09T01:06:56.571Z
Nectar Gang, Nectar Gang - Avanço,2020-11-09T01:06:48.252Z
Nectar Gang," Nectar Gang - "" Medusa "" part. Qualy (Prod. Gori Beatzz)",2020-11-09T01:01:46.831Z
FBC, FBC - Superstar (Videoclipe Oficial) Dir. @ratoaladofilmes,2020-11-09T00:58:51.945Z
FBC, FBC - Não Duvide ft. Lord (Videoclipe Oficial),2020-11-09T00:55:08.070Z
Djonga, 3 . Djonga - UFA pt. Sidoka & Sant,2020-11-09T00:49:13.287Z
Djonga, 5. Djonga - Gelo pt. NGC Borges & FBC,2020-11-09T00:45:07.227Z
Djonga, 1. Djonga - O Cara de Óculos pt. Bia Nogueira,2020-11-09T00:44:59.230Z
Djonga, 6. Djonga - Hoje Não,2020-11-09T00:41:19.558Z
Devasto Prod, Devastoprod - O céu é o limite part Rincon / Bk / Rael / Emicida / Djonga / Mano Brown,2020-11-09T00:39:23.850Z
Pearl Jam, Black (Live) - MTV Unplugged - Pearl Jam,2020-11-09T00:39:05.042Z
Coruja BC1, 04.Coruja BC1 - Gu$tavo$ (Feat. Djonga),2020-11-09T00:31:01.868Z
Froid, 01 - Ninguém Morre Me Devendo rs (Diss) - Froid x Santzu | Prod. Froid,2020-11-09T00:26:54.086Z
Froid, O Homem Não Para Nunca vol.01 | Froid x Santzu,2020-11-09T00:26:45.605Z
Froid, 02 - Vem Tranquilo - Froid x Santzu ft. Chris | Prod. Santzu x Froid,2020-11-09T00:26:40.539Z
Santzu, Santzu & Froid - GÊNESIS 🔪🔧,2020-11-09T00:26:28.908Z
Froid, Froid - Best Friend  (VideoClipOficial),2020-11-09T00:24:49.605Z
Gorillaz, Gorillaz - Feel Good Inc. (Official Video),2020-11-09T00:20:34.367Z
systemofadownVEVO, System Of A Down - Aerials (Official Video),2020-11-09T00:16:33.094Z
3030 Oficial, 3030 - Febre da Mudança (part. Emicida) (Clipe Oficial),2020-11-09T00:12:06.352Z
Alaska," Froid, Yung Buda, Chris - DIOR",2020-11-09T00:08:36.732Z
Alaska, Froid - Kyoto,2020-11-09T00:05:01.106Z
Tudubom Records, Filipe Ret - Revel (CD Completo),2020-11-08T23:56:08.314Z
Tudubom Records, Filipe Ret - Vivaz (CD Completo),2020-11-08T23:55:51.217Z
Froid, Debate Sobre a Erva - Froid part. Qualy e Medulla,2020-11-08T23:50:23.778Z
Rap Box, Froid part. Cynthia Luz  - Bicho de 7 Cabeças/A Culpa é das Igrejas [Ep. 123 ] [ Prod. Leo Casa 1 ],2020-11-08T23:44:45.508Z
Rap Box," Orgânico #3 - ""Novo Jazz"" - Froid [ Prod. Leo Casa 1 ]",2020-11-08T23:44:30.352Z
Tierry Oficial, Tierry - RITA - DVD Acertou Na Mosca,2020-11-08T23:30:58.413Z
adsense, a video that has been removed,2020-11-07T22:29:44.607Z
DJ Nelsinho, FUNK LIGHT 2020 - AS MELHORES (sem palavrão) PARTE 1,2020-11-07T22:29:42.632Z
PL SHEIK," SÓ PITBULL DE RAÇA, OS FAIXA TA PRESENTE, TRAJADO DE LACOSTE OU A CAMISA DO FLAMENGO - MC DUKENNY",2020-11-07T22:26:32.948Z
RENNANDAPENHAVEVO," Rennan da Penha, MC 2jhow - Talarica (Ao Vivo)",2020-11-07T22:23:43.988Z
Atentado Napalm," The Cypher Respect Vol. 2 - Atentado Napalm, Coruja BC1, Rincon Sapiência, Xamã, Sant, Rashid",2020-11-07T20:33:35.169Z
Rap Box, Froid | Rod | Dalsin | SpVic - Veredicto [Rap Box Ep. 100] Prod. Leo Casa 1,2020-11-07T20:28:39.626Z
Um Barril de Rap, Froid part Menestrel Mandala - Lamentável (prod. MLima),2020-11-07T20:28:26.799Z
Um Barril de Rap, Froid - Pseudosocial (prod.Froid),2020-11-07T20:25:55.686Z
Froid - Topic, Pseudosocial,2020-11-07T20:23:09.965Z
Alaska, Froid - Kyoto,2020-11-07T20:22:44.061Z
foofightersVEVO, Foo Fighters - Best Of You (Official Music Video),2020-11-07T20:20:40.832Z
O Rappa," O Rappa - Anjos ""Pra Quem Tem Fé""  (Webclipe) #novosomdorappa",2020-11-07T20:17:36.407Z
O Rappa, O Rappa - Auto-Reverse (Clipe Oficial),2020-11-07T20:12:07.158Z
Grupo Menos é Mais, Grupo Menos é Mais e Grupo Pixote - Desliga e vem/Telegrama/Me apaixonei pela Pessoa Errada,2020-11-07T20:11:50.806Z
3030 Oficial, 3030 - Febre da Mudança (part. Emicida) (Clipe Oficial),2020-11-07T20:07:30.527Z
adsense, https://www.youtube.com/watch?v=i9MVINxgaCk,2020-11-07T20:05:44.557Z
systemofadownVEVO, System Of A Down - Chop Suey! (Official Video),2020-11-07T20:05:12.719Z
systemofadownVEVO, System Of A Down - Toxicity (Official Video),2020-11-07T20:01:20.158Z
NirvanaVEVO," Nirvana - The Man Who Sold The World (Live On MTV Unplugged, 1993 / Rehearsal)",2020-11-07T20:01:05.840Z
Legião Urbana - Topic, Quase Sem Querer,2020-11-07T19:59:54.607Z
RenatoRussoALenda, Ainda é Cedo - Legião Urbana,2020-11-07T19:55:52.433Z
Samba Tá na Mídia, MULHER SOLTEIRA (( PAGODE DO HENRICO )),2020-11-07T19:55:09.983Z
RenatoRussoALenda, Índios - Legião Urbana,2020-11-07T19:43:47.843Z
3030 Oficial, 3030 - Atemporal [ prod. LK ] (part. Froid e Rodrigo Cartier) (Clipe Oficial),2020-11-07T19:36:56.379Z
PrimeiraMente, PrimeiraMente - Quebrando Tabu | Prod. TH,2020-11-07T19:32:12.431Z
PrimeiraMente, PrimeiraMente - Expansão da Consciência [Prod.TH],2020-11-07T19:27:57.643Z
adsense, https://www.youtube.com/watch?v=7F-ueQfSbX4,2020-11-07T19:27:50.736Z
DonLMusic, 03. Don L - Aquela Fé (feat. Nego Gallo),2020-11-07T19:21:59.808Z
O MUNDO AO NORTE," Onni, Angola, Guizo & Sant - Ponto de Força pd. Asiri [Vídeo Oficial]",2020-11-07T19:17:04.932Z
FBC, 08. FBC - $ENHOR ft. L7NNON & BK',2020-11-07T19:16:50.780Z
FBC, 3 . FBC - Rap Acústico,2020-11-07T19:16:23.310Z
BK', BK' - Universo | O Líder em Movimento,2020-11-07T19:07:16.683Z
PARALAX, ABU - FOTOCÓPIA - Visual EP Completo,2020-11-07T19:06:41.203Z
Descomplicando Bancos, Mercado Crédito: Como Funciona? Vale a Pena? É Bom? Saiba Tudo sobre o Mercado Crédito Como Usar!,2021-07-19T20:05:33.358Z
Um Eterno Aluno Aprendiz, Sacando o Limite do Mercado Crédito ou Cartão pelo Mercado Pago,2021-07-19T19:41:50.214Z
Ideris, Como Funciona o Mercado Crédito do Mercado Pago?,2021-07-19T19:33:13.188Z
Joe Importações e Tutoriais, Mercado Crédito agora você pode sacar seu limite de crédito disponivel💰,2021-07-19T19:28:41.267Z
Programação Dinâmica, Introdução a AutoML com PyCaret | Machine Learning Automatizado | Mãos à Obra Cientista de Dados #06,2021-07-19T16:28:07.089Z
Cortes Podpah [OFICIAL], EMICIDA VS RASHID,2021-07-19T16:08:10.330Z
Cortes Podpah [OFICIAL], EMICIDA E MC GUIMÊ,2021-07-19T16:01:55.085Z
POD CORTES CAST, EMICIDA FALA DOS SHOWS COM O MANO BROWN- cortes do podcast podpah,2021-07-19T15:53:41.583Z
Cortes Podpah [OFICIAL], EMICIDA CURTE A NOVA GERAÇÃO DE RAPPERS?,2021-07-19T15:45:22.938Z
Puxando Rodo, PLASTISOL É VIDA! Estampando camisetas de anime com SERIGRAFIA - Kabuto Studio,2021-07-19T15:03:44.095Z
DoisT Oficial, Facada Eleitoral 2 - DoisT x Febem x Gog x Lord ADL x Rodrigo Ogi Prod. RVL$,2021-07-19T14:40:17.426Z
artis maquinas ruiz maquinas, MÁQUINA CÔNSUL  NÃO ENTRA ÁGUA Não ENCHAGÚA  Não LAVA,2021-07-19T11:14:57.478Z
Edilson Luiz de Oliveira, Como consertar maquina de lavar q não enche! (Consul Facilite 10 K),2021-07-19T11:14:01.384Z
Stack, 10 Cases de Sucesso de Data Science na Indústria,2021-07-17T10:58:19.903Z
Tais Targa, Como me preparar para um case no processo seletivo,2021-07-17T10:49:10.036Z
Hashtag Programação, Como Instalar o PyCharm no Windows - Utilizando a Versão Gratuita do PyCharm,2021-07-17T09:29:21.155Z
Emicida, Emicida - Principia - Ao Vivo part. Pastor Henrique Vieira #AmarEloAoVivo,2021-07-16T18:37:25.597Z
Seja Um Data Scientist, O Dia a Dia de um Cientista de Dados dentro da Empresa.,2021-07-16T16:09:27.140Z
Meteoro Brasil, O QUE FOI O MENSALÃO,2021-07-16T11:30:10.317Z
Meteoro Brasil, VOCÊ SABE COM QUEM ESTÁ FALANDO?,2021-07-16T11:29:26.423Z
Jerry Strazzeri, O que REALMENTE Faz um Cientista de Dados?,2021-07-16T00:56:00.023Z
Part.B Moda Essencial, Camisetas Básicas Part.B,2021-07-15T21:46:10.595Z
Emicida, Emicida - Ismália - Ao Vivo part. Fernanda Montenegro #AmarEloAoVivo,2021-07-15T20:38:49.297Z
Meteoro Brasil, EMANUELA MEDRADES NA CPI: OUTRO RESUMO,2021-07-15T20:20:29.053Z
Stack, Analista de Dados ou Cientista de Dados? Qual devo me tornar?,2021-07-15T15:34:01.085Z
Seja Um Data Scientist, Qual A Diferença Entre o Data Analyst e o Data Scientist??,2021-07-15T15:30:25.961Z
Walisson Silva, #01 - Introdução à Biblioteca Numpy | Data Science com Python,2021-07-14T10:43:55.684Z
Mario Filho, Aula #2 - Resolva o Titanic Como um Campeão do Kaggle,2021-07-14T09:11:03.311Z
Mario Filho, Aula #1 - Resolva o Titanic Como um Campeão do Kaggle,2021-07-13T23:46:00.427Z
Seja Um Data Scientist, Qual A Diferença Entre o Data Analyst e o Data Scientist??,2021-07-13T23:39:17.551Z
Seja Um Data Scientist," Qual Profissão de Dados, Eu DEVO SEGUIR?",2021-07-13T23:39:08.387Z
Seja Um Data Scientist, Episódio 01: Qual a importância de portfólio de projetos para Ciência de Dados?,2021-07-13T23:37:04.139Z
Seja Um Data Scientist," O QUE EU FARIA, SE TIVESSE QUE COMEÇAR DATA SCIENCE HOJE.",2021-07-13T23:36:37.582Z
Seja Um Data Scientist, Qual a diferença entre Analista de Negócio x Analista de BI e Analista de Dados?,2021-07-13T22:55:37.991Z
Meteoro Brasil, DALAI LAMA & COMPUTAÇÃO QUÂNTICA feat Jorge Luis Borges,2021-07-13T20:39:25.066Z
Rael, Rael - Ainda bem que eu segui as batidas do meu coração (Álbum completo),2021-07-13T20:34:35.246Z
Emicida, Emicida - Doozicabraba e a Revolução Silenciosa (CD completo),2021-07-13T20:15:15.169Z
Rap Mafia, Gangsta Rap Radio 24/7 🔴 Underground Rap & Hip Hop Live Music (Rap Mafia Radio),2021-07-13T20:14:54.700Z
Lukaz Matthew, Rádio Trap BR 24/7 🔴 Os Melhores Lançamentos do Trap Nacional (Underground & Mainstream),2021-07-13T20:14:45.390Z
Melotown, 89.9FM Old School Hip-Hop Radio,2021-07-13T20:14:28.686Z
Flavio Muniz, Aplicativo para Ganhar Dinheiro na Internet Todo Dia 💲 R$300,2021-07-12T22:22:23.175Z
Meteoro Brasil, ADVOGADO DA FAMÍLIA BOLSONARO AMEAÇA JORNALISTA,2021-07-12T21:24:27.795Z
