,Canal,Nome vídeo,Data
2765,Matemática Rio com Prof. Rafael Procopio,Watched Nabrisa & Delacruz - Vida Bandida | Prod. Margiotto (Dir. @solanoav) | CRIASOM,2019-10-17 15:41:22.337
2766,Matemática URI,Watched Oriente Acústico - Refém Part. Mariana Nolasco,2019-10-17 15:38:19.029
2767,Matemática Rio com Prof. Rafael Procopio,Watched Praia do Rosa (Acústico),2019-10-17 15:37:04.554
2768,ManevaVEVO,Watched UM44K e Matheus & Kauan - Solução,2019-10-17 15:32:52.855
2769,UM44K,Watched Orgânico #8 - San Joe | Lourena | SóCiro - Ladeira da Vida [ Prod. Leo Casa 1 ],2019-10-17 15:23:18.883
2770,CRIASOM,Watched Gaab & Rodriguinho - Para / Vai Passar,2019-10-17 15:20:00.909
2771,OrienteRJ,Watched Projota - Faz Parte ft. Anitta (Ao Vivo),2019-10-17 15:16:37.397
2772,Oriente - Topic,Watched Rael - Ser Feliz,2019-10-17 15:14:56.815
2773,UM44K,"Watched Oriente - Linda, Louca e Mimada [CLIPE OFICIAL]",2019-10-17 15:14:50.740
2774,Rap Box,Watched Gaab -  Só Você Não Vê (Clipe Oficial),2019-10-17 15:11:07.825
2775,Gaab Oficial,Watched Vem Cá - Pelé MilFlows (Prod. Volp & Rafa Valle),2019-10-17 15:08:10.716
2776,ProjVEVO,Watched Natiruts - Andei Só (Natiruts Acústico Ao Vivo no Rio de Janeiro),2019-10-17 15:03:46.921
2777,Rael,Watched Projota - Linda ft. Anavitória (Clipe Oficial),2019-10-17 15:00:44.029
2778,OrienteRJ,Watched Projota - Ela Só Quer Paz (Video),2019-10-17 14:57:38.388
2779,Gaab Oficial,Watched Oriente Acústico - Linda Louca e Mimada,2019-10-17 14:49:35.494
2780,ALTAMIRA TV,"Watched GRITO ACÚSTICO | Quando Você Voltar - Lourena, WJ e Morcego.",2019-10-17 14:34:14.549
2781,NatirutsVEVO,Watched Marília Mendonça - CIUMEIRA - (Todos Os Cantos)  #Ciumeira,2019-10-17 14:33:33.469
2782,ProjVEVO,Watched AmarElo (Sample: Sujeito de Sorte - Belchior),2019-10-16 00:36:42.517
2783,ProjVEVO,Watched Emicida - Vital (Áudio Oficial),2019-10-16 00:33:02.350
2784,OrienteRJ,Watched Emicida - Mil coisas part. Drik Barbosa,2019-10-16 00:28:49.757
2785,Grito Filmes,"Watched Rashid, DUDA BEAT - Sobrou Silêncio (Áudio Oficial)",2019-10-16 00:13:53.074
2786,Marília Mendonça,"Watched Rashid, Spvic & Kamau part. Geninho - A Propósito",2019-10-15 23:43:16.210
2787,Emicida - Topic,Watched ELES SENTEM FALTA DA EX?!,2019-10-15 21:21:40.240
2788,Emicida,Watched 24 HORAS ALGEMADA COM EX NAMORADOS (ft. Maria Venture e Gregory Kessey),2019-10-15 21:05:48.863
2789,Emicida,Watched INVADI O CELULAR DO GREGORY E MANDEI MENSAGEM PRA SUA EX! (Ft. Maria Venture),2019-10-14 23:10:22.979
2790,RashidVEVO,Watched MARIA VENTURE OU FRANCINY EHLKE? (ft. Gregory Kessey),2019-10-14 23:00:06.113
2791,Original Boca,Watched Formatar referências no Microsoft Word 2007 segundo as normas da ABNT,2019-10-14 21:18:38.869
2792,Ingrid Ohara TV,Watched Normas ABNT - Citação direta com 4 ou mais linhas,2019-10-14 21:17:05.936
2793,Ingrid Ohara TV,Watched #MinutoMaquiADORO Pó HD Translúcido Vult by As Makes da Frá,2019-10-14 20:07:51.012
2794,Lucas Rangel,Watched SIM...PEGAMOS MAIS UMA CACHORRINHA!!!,2019-10-14 00:57:23.759
2795,EU FICO LOKO,Watched INVADI O CELULAR DO GREGORY E MANDEI MENSAGEM PRA SUA EX! (Ft. Maria Venture),2019-10-13 23:05:32.340
2796,Cesar Sadalla,Watched NÃO BEIJE O GAROTO ERRADO!,2019-10-13 20:31:55.412
2797,Raquel Daffre de Arroxellas,Watched AS EX’S SE BEIJARAM NA PISCINA - FÉRIAS COM MINHAS EX’S (EPISÓDIO 3) - REALITY SHOW,2019-10-13 18:56:55.729
2798,MaquiADORO,Watched FÉRIAS COM MINHAS EX'S - EPISÓDIO 1 (REALITY SHOW),2019-10-13 18:56:50.905
2799,Invento na Hora,Watched MARIA VENTURE GOSTA DE MENINOS E MENINAS!!! | #MatheusMazzafera,2019-10-13 02:16:36.843
2800,Lucas Rangel,Watched Bruno e Marrone - Na Conta Da Loucura | DVD Ensaio - Lançamento 2017,2019-10-12 14:57:29.044
2801,Maria Venture,Watched TESTANDO PRODUTOS QUE COMPREI NA CHINA! (DEU RUIM?),2019-10-11 22:33:49.934
2802,Gregory Kessey,Watched TESTEI MEU NOIVO FINGINDO SER A EX DELE NO WHATSAPP,2019-10-11 22:26:55.869
2803,Gregory Kessey,Watched FIZ UM BOLO DE CARNES PRA COMEMORAR O ANIVERSÁRIO DO NOSSO CACHORRO!!!,2019-10-11 03:19:48.056
2804,Matheus Mazzafera,Watched TRANSFORMEI A SALA DA NOSSA CASA EM UM CINEMA!!!,2019-10-11 02:57:55.154
2805,Bruno e Marrone,Watched MONTAMOS UM CANTINHO DO CAFÉ EM CASA! DIY,2019-10-11 02:46:34.248
2806,Maria Venture,Watched GANHEI UMA CACHORRINHA DE PRESENTE DE NAMORO❤️❤️,2019-10-11 02:32:01.348
2807,Ingrid Ohara TV,Watched ANALISANDO A PARALISIA FACIAL!,2019-10-11 02:08:55.189
2808,Invento na Hora,Watched SHIPPO OU NÃO SHIPPO? ft. Maria Venture e Carol Bresolin,2019-10-11 02:08:51.267
2809,Invento na Hora,Watched TUDO QUE EU DESENHAR ELES VÃO FAZER! (POLÊMICO),2019-10-10 19:54:12.611
2810,Sunaika Bruna,Watched FÉRIAS COM MINHAS EX'S - EPISÓDIO 1 (REALITY SHOW),2019-10-10 02:07:50.802
2811,Sunaika Bruna,Watched APRESENTANDO AS EX’S E TEVE BRIGA! - FÉRIAS COM MINHAS EX’S (EPISÓDIO 2) - REALITY SHOW,2019-10-10 01:48:53.057
2812,Mauro Nakada,Watched GANHEI UMA CACHORRINHA DE PRESENTE DE NAMORO❤️❤️,2019-10-10 01:48:23.504
2813,BIBI,Watched JÁ TE AMO DEMAIS!,2019-10-10 01:29:28.070
2814,uJoãozinho,Watched ResenhaDaBlakk: VE SE NÃO DEMORA - Dcan | Kiaz | Nith | Agnes Nunes,2019-10-10 01:25:51.570
2815,Gregory Kessey,Watched Engenheiros Do Hawaii - Simples De Coração (Ao Vivo),2019-10-09 21:46:25.650
2816,Gregory Kessey,Watched Esteban Tavares - Cigarros e Capitais,2019-10-09 21:43:14.689
2817,Sunaika Bruna,Watched FIZ CIÚMES NO MEU EX NAMORADO COM O AMIGO DELE! (Ft.Ujoaozinho e Gregory Kessey),2019-10-09 15:24:48.774
2818,Invento na Hora,Watched PEGUEI MINHAS AMIGAS FALANDO MAL DE MIM!,2019-10-04 19:31:38.961
2819,Blakkstar Entretenimento,Watched EX-NAMORADO X MELHOR AMIGA!,2019-10-04 19:20:53.251
2820,EngenheirosVEVO,"Watched TENTE NÃO BEIJAR A GAROTA ERRADA VENDADO! (Ft.Maria Venture, Bibi Tatto, Ingrid Ohara)",2019-10-04 18:19:04.413
2821,Esteban Tavares,Watched CONTINUAÇÃO SURPRESA DE NAMORO❤️,2019-10-04 18:18:54.420
2822,Maria Venture,Watched NOSSA NOVA FILHA E IRMÃZINHA DO SLINKY!!!,2019-10-04 15:53:20.042
2823,Maria Venture,Watched O incrível caso do homem congelado que voltou à vida,2019-10-03 11:30:06.297
2824,Maria Venture,Watched Gaab & Rodriguinho - Para / Vai Passar,2019-10-03 00:41:37.482
2825,Gregory Kessey,"Watched Rashid, Spvic & Kamau part. Geninho - A Propósito",2019-10-03 00:41:18.341
2826,Sunaika Bruna,Watched Marília Mendonça - CIUMEIRA - (Todos Os Cantos)  #Ciumeira,2019-10-03 00:39:35.010
2827,Invento na Hora,Watched COMPRINHAS WISH - UNBOXING,2019-10-03 00:29:18.220
2828,Domingo Espetacular,Watched Comprar na Maquiadoro vale a pena? + Minhas comprinhas,2019-10-03 00:25:19.552
2829,Gaab Oficial,Watched COMPRINHAS NA MAQUIADORO PART 2 | ARIELI GOMES,2019-10-03 00:24:47.577
2830,Original Boca,Watched NAMORADO ADIVINHANDO PREÇOS DE BOLSAS,2019-10-03 00:12:51.352
2831,Marília Mendonça,Watched https://www.youtube.com/watch?v=gl4l6RwfE-Q,2019-10-03 00:02:52.096
2832,priirubio,Watched a video that has been removed,2019-10-03 00:02:38.030
2833,Cantinho da Thais,Watched STALKEANDO MEUS EX’S-NAMORADOS!,2019-10-02 23:49:16.740
2834,Arieli Gomes,Watched REAGINDO A MARIA REAGINDO O MEU PEDIDO DE NAMORO #MAGREG,2019-10-02 23:46:48.670
2835,Tacielo,Watched TROLLEI O MEU EX-NAMORADO (GREGORY KESSEY) FALANDO QUE EU TRAI ELE QUANDO A GENTE NAMORAVA...,2019-10-02 23:36:44.984
2836,adsense,"Watched PEGA, PENSO OU PASSO POLÊMICO!",2019-10-02 23:29:46.743
2837,adsense,Watched FLAGREI O MEU EX COM MINHA MELHOR AMIGA!,2019-10-02 23:19:22.649
2838,Maria Venture,"Watched PINTEI O CABELO E ELE CAIU, FIQUEI CARECA!! (CORTE QUÍMICO)",2019-10-02 23:10:07.613
2839,Gregory Kessey,Watched ELA ME DEU UMA SURPRESA PRA COMEMORAR 5 ANOS DE NAMORO!!!,2019-10-02 22:55:14.516
2840,Maria Venture,Watched PEDI a Maria Venture em NAMORO na frente de todos,2019-10-02 22:53:18.713
2841,Maria Venture,Watched 24 HORAS ALGEMADO COM MINHA EX NAMORADA NA ILHA! (MARIA VENTURE),2019-10-02 19:20:59.146
2842,Maria Venture,"Watched DESAFIO DO BEIJO COM MINHA EX NAMORADA MARIA VENTURE ""KISS CHALLENGE""",2019-10-02 19:14:21.995
2843,Gregory Kessey,Watched DESAFIO DO BEIJO COM O MEU EX-NAMORADO GREGORY KESSEY! (KISS CHALLENGE),2019-10-02 19:05:00.545
2844,Invento na Hora,Watched EU E A MARIA DISCUTIMOS NA FRENTE DE TODOS POR CIÚMES!!,2019-10-02 18:52:16.877
2845,uJoãozinho,Watched Dança Comigo: Sónia Araújo (Merengue),2019-10-02 18:39:02.593
2846,Gregory Kessey,Watched Eu Acho Que Não (Clipe Rural),2019-10-02 14:54:56.600
2847,Gregory Kessey,Watched Saia Rodada - repertório  novo promo de Setembro 2019 (( rep. Atualizado )),2019-10-02 12:31:14.818
2848,Maria Venture,Watched Saia Rodada - Padrão de Elegância,2019-10-02 12:23:22.470
2849,Gregory Kessey,Watched Até Depois do Fim - Paulo Nazareth (Agora),2019-10-02 00:34:21.736
2850,RTP,Watched Emicida - Intro Shiiiiu! (Audio),2019-10-02 00:33:42.734
2851,Maranhão Rural,"Watched Rashid, Spvic & Kamau part. Geninho - A Propósito",2019-10-02 00:30:20.932
2852,Top Músic Brejo Santo CE.,Watched Kamau - Entrevista Sabotage,2019-10-02 00:25:14.460
2853,Só Music,Watched Marília Mendonça - CIUMEIRA - (Todos Os Cantos)  #Ciumeira,2019-10-02 00:24:38.823
2854,Paulo Nazareth,Watched Me Leva pra Casa - Israel Subirá,2019-10-02 00:14:52.182
2855,Emicida,Watched Wesley Camilo - Amizade Part. Rashid (Clipe Oficial),2019-10-02 00:11:08.908
2856,Original Boca,Watched Lexa Feat. Rashid :: Foco Certo (Clipe Oficial),2019-10-02 00:10:29.944
2857,Ygor Freitas,Watched Limão com Mel - Porque Não Vê - Um Show de Emoções,2019-10-01 23:37:09.930
2858,Marília Mendonça,Watched DESISTI.,2019-10-01 21:24:46.650
2859,Isra,Watched PREPAREI UMA SURPRESA DE NAMORO PRA ELE❤️,2019-10-01 21:12:32.687
2860,Wesley Camilo,Watched https://www.youtube.com/watch?v=gqD1KKhalao,2019-10-01 14:25:41.901
2861,Lexa,Watched Saia Rodada - repertório  novo promo de Setembro 2019 (( rep. Atualizado )),2019-10-01 14:25:07.958
2862,Atração Divulga,Watched Nesse Vai e Volta,2019-10-01 14:24:01.599
2863,Invento na Hora,Watched a video that has been removed,2019-10-01 13:56:41.887
2864,Sunaika Bruna,Watched Felipão - Padrão de Elegância (Áudio Oficial),2019-10-01 13:55:30.090
2865,adsense,Watched AFUNDO: O CONSTRUTOR DE GLÚTEOS | CONVERSA COM ESPECIALISTA,2019-10-01 13:37:29.346
2866,Top Músic Brejo Santo CE.,Watched TREINO com ELÁSTICO: PERNAS e GLÚTEOS || Maria Palma,2019-10-01 13:35:37.479
2867,Raí Saia Rodada - Topic,Watched TOP 10 DICAS XIAOMI MI A3 - Android One! | L Tech,2019-09-30 03:06:14.993
2868,adsense,Watched COMPETIÇÃO DE F1,2019-09-30 03:06:03.211
2869,Felipão Oficial,Watched SUPOSIÇÕES SOBRE MIM,2019-09-30 03:05:43.335
2870,Max Titanium,Watched USANDO NOSSA BANHEIRA PELA PRIMEIRA VEZ!!!,2019-09-29 22:10:35.041
2871,MARIA PALMA,Watched FÉRIAS COM MINHAS EX'S - EPISÓDIO 1 (REALITY SHOW),2019-09-29 18:01:36.339
2872,L Tech,"Watched XIAOMI MI A3 REVIEW! BARATINHO, mas FAZ BONITO!? BORA CONFERIR!",2019-09-28 11:38:23.674
2873,Mauro Nakada,Watched REVIEW XIAOMI MI A3 - O QUE VOCÊ PRECISA SABER!,2019-09-28 11:38:05.927
2874,Mauro Nakada,Watched Até Depois do Fim - Paulo Nazareth (Agora),2019-09-28 11:35:41.720
2875,Invento na Hora,Watched Recomeçar - Paulo Nazareth (Agora),2019-09-28 11:28:51.629
2876,Gregory Kessey,Watched Kamau – Colo — ONErpm Showcase,2019-09-28 11:27:36.817
2877,Be!Tech,Watched Como Remover Vírus do 'Atalho' no PenDrive,2019-09-28 11:17:10.869
2878,Dudu Rocha,Watched Como Remover Vírus de Atalho de Pendrive e Recuperar Arquivos 2021,2019-09-28 11:10:40.338
2879,Paulo Nazareth,Watched Como remover o vírus recycler (que cria atalhos no pendrive),2019-09-28 11:00:48.359
2880,Paulo Nazareth,Watched Como REMOVER Vírus que transforma pastas em atalhos,2019-09-28 10:58:52.486
2881,ONErpm,Watched https://www.youtube.com/watch?v=9G-XfSktusM,2019-09-27 14:09:22.200
2882,Informática Desse Jeito,Watched Felipe Moura Brasil conta o que achou do discurso de Bolsonaro na ONU,2019-09-27 14:08:12.655
2883,Domine Seu Computador,Watched Marília Mendonça - CIUMEIRA - (Todos Os Cantos)  #Ciumeira,2019-09-27 14:07:35.443
2884,Carlos Eduardo,Watched JANTAMOS COM 10 INSCRITOS DO CANAL!!!,2019-09-27 08:52:02.252
2885,MoraisTech,Watched JANTAMOS COM 10 INSCRITOS DO CANAL!!!,2019-09-26 16:07:05.529
2886,adsense,Watched https://www.youtube.com/watch?v=OEUdekiSvVE,2019-09-25 22:07:36.380
2887,Pânico Jovem Pan,Watched Comprimento da Circunferência,2019-09-25 20:19:48.341
2888,Marília Mendonça,Watched República Populista - 1945-1964 - Presidentes do Brasil,2019-09-25 20:07:08.468
2889,Invento na Hora,Watched Aula 2- Formas de Relevo,2019-09-25 19:22:27.901
2890,Invento na Hora,Watched Lembranças - Hungria HipHop - Karaoke(Violão Cover),2019-09-25 13:48:53.738
2891,adsense,Watched a video that has been removed,2019-09-25 13:47:36.466
2892,Matemática no Papel,Watched Hungria HipHop ( acústico),2019-09-25 13:47:20.545
2893,Professor Eloir - História,Watched Lembranças - Hungria Hip Hop (Instrumental),2019-09-25 13:47:09.624
2894,Maria Eduarda Pereira Pamplona,Watched Phil Collins - Against All Odds (Live Aid 1985),2019-09-25 13:20:11.211
2895,Karaokê Show Oficial,Watched Role na city - Pacificadores part. Hungria Hip Hop (Official Music),2019-09-25 13:06:12.257
2896,adsense,Watched Marília Mendonça - CIUMEIRA - (Todos Os Cantos)  #Ciumeira,2019-09-25 13:05:20.964
2897,Abel Silva,Watched COMPRANDO DECORAÇÕES PRO JARDIM DA CASA NOVA!,2019-09-25 08:25:30.665
2898,Celso Silva,Watched MONTAMOS UM CANTINHO DO CAFÉ EM CASA! DIY,2019-09-25 08:14:09.626
2899,Live Aid,Watched LIMPANDO O CURATIVO DO SLINKY!!!,2019-09-25 08:03:53.389
2900,OficialHungria,Watched SUPOSIÇÕES SOBRE MIM,2019-09-25 08:03:42.808
2901,Marília Mendonça,Watched ELA FICOU ZOMBANDO DA MINHA ROUPA!!!,2019-09-25 02:10:39.639
2902,Sunaika Bruna,Watched REVIEW XIAOMI MI A3 - O QUE VOCÊ PRECISA SABER!,2019-09-24 10:23:24.575
2903,Sunaika Bruna,Watched Sistemas de Informação Geográfica (SIG) - Parte 1 de 2,2019-09-24 09:01:31.314
2904,Invento na Hora,Watched Aula 5 Cartografia Digital,2019-09-24 08:56:06.068
2905,Mauro Nakada,Watched [PÓS] Cartografia Digital Teoria e Prática - Apresentação,2019-09-24 08:50:37.006
2906,Invento na Hora,Watched Videoaula 1 Cartografia Digital,2019-09-24 08:47:49.731
2907,Dudu Rocha,Watched Stories: Pedro Pascual sobre término com Mariana Nolasco e rumores sobre o motivo do término.,2019-09-23 19:38:29.718
2908,VasGeo - Soluções em Geotecnologias,Watched REPÚBLICA POPULISTA PARA O ENEM  - Aula #16,2019-09-23 18:44:22.991
2909,Joao Romanelli,Watched #Salienciazinha   #FITDANCE   (03),2019-09-22 20:37:06.854
2910,Nead Unicentro,Watched Só Não Pisa No Meu Boot - MC Caverinha | FitDance SWAG (Official Choreography),2019-09-22 20:36:26.193
2911,Joao Romanelli,Watched Dynho Alves - Saliênciazinha - Coreografia - Move Dance,2019-09-22 20:35:17.855
2912,Fly Space,Watched Dynho Alves - Saliênciazinha | Riki Maru Choreography,2019-09-22 20:34:34.536
2913,Parabólica,"Watched Saliênciazinha - Dynho Alves, DG e Batidão Stronda - Coreografia - Mexe+",2019-09-22 20:32:42.613
2914,Henridance Azevedo,Watched Hit contagiante - Felipe Original faet. Kevin O Chris ( coreografia ) Cia. Daniel Saboya,2019-09-22 20:30:35.556
2915,FitDance Swag,Watched a video that has been removed,2019-09-22 20:29:51.106
2916,Move Dance Brasil,Watched Hit Contagiante - Felipe Original ft Kevin o Cris | Coreografia Dance4 Recife,2019-09-22 20:28:56.959
2917,Riki Maru,Watched COREOGRAFIA 👉🏼🎶RITMO CONTAGIANTE🎶,2019-09-22 20:28:03.998
2918,Mexe Mais,Watched Vídeo Aula - Hit Contagiante - Felipe Original feat. Kevin O Chris - Cia Daniel Saboya (Coreografia),2019-09-22 20:27:03.712
2919,A Facção Manas,Watched Hit Contagiante - Felipe Original feat. Kevin O Chris | Coreografia Free Dance,2019-09-22 20:26:20.318
2920,adsense,Watched FELIPE ORIGINAL FEAT. KEVIN O CHRIS - HIT CONTAGIANTE  | Riki Maru Choreography(Beginners),2019-09-22 20:26:01.974
2921,THIAGO SALES,Watched TOP BREGA FUNK - OS BREGA FUNK MAIS TOCADOS DO MOMENTO 2020 + DOWNLOAD,2019-09-22 20:19:58.450
2922,AUTORAIS CIA DANIEL SABOYA,Watched MC Lukkas e Kevinho - Reboladinha (kondzilla.com),2019-09-22 20:19:25.577
2923,Daniel Saboya,Watched MAC feat. DANIEL ALVES - Princesa que a Disney não tem  ( Clipe  Oficial ),2019-09-22 20:19:05.021
2924,Free Dance,"Watched Léo Santana, Anitta - Contatinho (Ao Vivo Em São Paulo / 2019)",2019-09-22 20:16:31.228
2925,Riki Maru,"Watched Combate - Aldair Playboy, MC WM - Cia. Daniel Saboya (Coreografia)",2019-09-22 20:15:16.497
2926,Funk 24por48,Watched Combate - Aldair Playboy e MC WM | FitDance TV | #FiqueEmCasa e Dance #Comigo,2019-09-22 20:14:21.945
2927,Canal KondZilla,Watched https://www.youtube.com/watch?v=2HYUpNBQako,2019-09-22 20:13:06.609
2928,MC MAC,Watched https://www.youtube.com/watch?v=XHrWk4_W46E,2019-09-22 20:12:02.971
2929,LeoSantanaVEVO,Watched O XIAOMI MI A3 precisava EXISTIR?,2019-09-22 13:45:36.004
2930,Dan-Sa / Daniel Saboya,"Watched XIAOMI MI A3 REVIEW! BARATINHO, mas FAZ BONITO!? BORA CONFERIR!",2019-09-22 13:43:04.818
2931,FitDance,Watched Xiaomis são RUINS para INSTAGRAM STORIES? Testando vários modelos e comparando com SAMSUNGS!,2019-09-22 13:17:40.619
2932,adsense,Watched USANDO NOSSA PISCINA PELA PRIMEIRA VEZ!!!,2019-09-22 13:06:06.801
2933,adsense,Watched Conhecendo a textura do solo | Hortas & Jardinagem: Solo,2019-09-20 19:59:21.440
2934,EscolhaSegura,Watched Aprenda mais sobre Solos,2019-09-20 18:50:12.020
2935,Be!Tech,Watched Vídeo Formação do Solo online video cutter com 2,2019-09-20 18:49:39.109
2936,Jersu,Watched FORMAÇÃO DOS SOLOS  E EROSÃO - Geologia Ep. #11 | Hiperativo Geografia,2019-09-20 18:46:55.175
2937,Invento na Hora,Watched FORMAÇÃO DOS SOLOS,2019-09-20 18:46:28.340
2938,Sikana Brasil,Watched VAMOS FALAR SOBRE SOLOS Let's Talk About Soil (Portuguese),2019-09-20 15:43:29.392
2939,Embrapa,Watched SEM NENHUMA EDIÇÃO.,2019-09-20 00:47:55.549
2940,Isabela Giarola,Watched CONTRATEI UM PERSONAL STYLIST 😜,2019-09-19 01:20:00.793
2941,Prof Silvester Geografia,Watched VIREI 1 LITRO DE BEBIDA SOZINHO E ELA ME PINTOU ENQUANTO EU DORMIA!!!,2019-09-19 01:08:49.529
2942,O Canal da Engenharia,Watched EM BUSCA DOS 6600 + TELANDO MITOS DO CLASH ROYALE! O PUSH TA SINCERO!,2019-09-18 04:19:23.984
2943,IASS Potsdam,Watched MONTAMOS UM CANTINHO DO CAFÉ EM CASA! DIY,2019-09-18 04:06:48.646
2944,Invento na Hora,Watched TRANSFORMEI A SALA DA NOSSA CASA EM UM CINEMA!!!,2019-09-18 03:45:07.813
2945,Sunaika Bruna,Watched FIZEMOS UM CHURRASCÃO COM CAIPIRINHA EM CASA!!!,2019-09-18 03:28:40.018
2946,Invento na Hora,Watched O SLINKY TEVE QUE SER IMOBILIZADO!!!,2019-09-18 03:13:20.407
2947,Artube Clash,Watched VOLTEI PRA FACULDADE 6 ANOS DEPOIS!,2019-09-18 03:04:21.226
2948,Sunaika Bruna,"Watched Com vida dupla, dentista trabalha como prostituta de luxo nas horas vagas",2019-09-18 02:54:47.737
2949,Invento na Hora,Watched CHEGARAM NOSSAS DECORAÇÕES!!!,2019-09-14 23:24:45.248
2950,Invento na Hora,Watched Participante tem aplique removido e cai no choro | Esquadrão da Moda (18/05/19),2019-09-14 17:39:06.891
2951,Invento na Hora,Watched Mulher com Transtorno de Personalidade acha que é criança! | AS VÁRIAS FACES DE JANE | A&E,2019-09-14 17:17:27.014
2952,Mauro Nakada,Watched https://www.youtube.com/watch?v=tdBAxqF6MXI,2019-09-14 16:56:25.974
2953,Repórter Record Investigação,Watched O GAEL CONHECEU O SLINKY!,2019-09-14 16:39:49.453
2954,Invento na Hora,Watched Matheus & Kauan - Quarta Cadeira (Ao Vivo Em Goiânia / 2018) ft. Jorge & Mateus,2019-09-14 13:57:58.998
2955,Esquadrão da Moda,Watched Matheus & Kauan - Pedacim De Noite (Ao Vivo),2019-09-14 13:57:16.475
2956,Canal A&E Brasil,Watched Matheus & Kauan - Não Pedi Pra Me Amar (Ao Vivo Em Goiânia / 2018),2019-09-14 13:53:35.612
2957,adsense,Watched Matheus & Kauan - Consórcio (Ao Vivo),2019-09-14 13:53:25.720
2958,Christian Figueiredo,Watched Matheus & Kauan - Vou Ter Que Superar (Ao Vivo) ft. Marilia Mendonça,2019-09-14 13:51:01.310
2959,MatheusKauanVEVO,Watched Jefferson Moraes - Coleção de Ex part. Matheus & Kauan,2019-09-14 13:50:57.843
2960,MatheusKauanVEVO,Watched Matheus & Kauan - Mágica (Ao Vivo) ft. Gusttavo Lima,2019-09-14 13:48:48.792
2961,MatheusKauanVEVO,Watched Avine Vinny - Maturidade ft. Matheus & Kauan,2019-09-14 13:47:31.006
2962,MatheusKauanVEVO,Watched ELE PASSOU A MÃ0 NAS PARTES E ME FEZ CHEIRAR🤢,2019-09-14 01:54:33.479
2963,MatheusKauanVEVO,Watched MINHA MÃE VEIO VISITAR A GENTE NA CASA NOVA❤️,2019-09-14 01:41:21.519
2964,Jefferson Moraes,Watched NOSSA NOVA SALA DE JANTAR🙈,2019-09-14 01:30:06.478
2965,MatheusKauanVEVO,"Watched ""Suponho que você não dá sossego pra Bruna querendo tchan nã nã...""",2019-09-14 01:22:03.941
2966,AvineVinnyVEVO,Watched TRANSFORMEI A SALA DA NOSSA CASA EM UM CINEMA!!!,2019-09-14 01:22:01.363
2967,Sunaika Bruna,Watched ENTUPI A PRIVADA E MINHA NAMORADA OLHOU O VASO!!!,2019-09-13 19:10:13.595
2968,Sunaika Bruna,Watched REENCONTREI O LUCAS LIRA!,2019-09-09 17:27:31.181
2969,Sunaika Bruna,Watched 24 PERGUNTAS QUE EU NUNCA RESPONDERIA • PARTE 2,2019-09-09 07:25:49.774
2970,Invento na Hora,Watched HIAGO DANADINHO TENTA BEIJAR FÃ EM FEIRA DE SANTANA l MS CDs,2019-09-09 07:25:17.902
2971,Invento na Hora,Watched O MELHOR SHOW DAS NOSSAS VIDAS!!!,2019-09-07 17:39:03.252
2972,Invento na Hora,Watched Zé Vaqueiro - repertório atualizado || Músicas novas||   @andrade_downloads,2019-09-07 15:52:50.751
2973,Christian Figueiredo,Watched Diego & Victor Hugo - Infarto,2019-09-07 15:47:44.516
